autores_tratados,Sexo Primeiro Autor (dic),Qtd Autores Feminino (dic),Qtd Autores Unknown (dic)
ELENA YAN; LUIS G. NARDIN; JOMI F. HUBNER; OLIVIER BOISSIER; JAIME S. SICHMAN,F,1.0,1.0
JOMI F. HUBNER; SAMUELE BURATTINI; ALESSANDRO RICCI; SIMON MAYER,unknown,0.0,2.0
MELISSA ALVES; JOSE WANDERLEI; VANDIRLEYA BARBOSA; ARTHUR SABINO; LUIZ NELSON LIMA; LEONEL FEITOSA; ESTEBAN CLUA; FRANCISCO AIRTON SILVA,F,1.0,1.0
MANUELLA A. LIMA; TIAGO M. U. DE ARAUJO; RAFAEL TOSCANO; DERZU OMAIA; ROSTAND E. O. COSTA; VINICIUS G. SILVA; DIEGO L. R. DA SILVA,F,1.0,2.0
FABRIZIO HONDA; JENIFFER MACENA; ISABELA AMORA; ENDRENRIQUE SOARES; MARCELA PESSOA; FERNANDA PIRES,M,4.0,1.0
BHRUNO ROAN LEIFHEIT; CASSIO CEOLIN JUNIOR; JOAO PAULO MERLUGO FERREIRA; ALESSANDREIA OLIVEIRA; RICARDO VILELA; PEDRO VALLE; WILLIAMSON SILVA,unknown,0.0,3.0
VITOR FERREIRA; JOAO NUNES; ANNA OLIVEIRA; SAYMON CASSIANO; JULIANA FELIX; THAMER HORBYLON NASCIMENTO; FABRIZZIO SOARES,M,2.0,2.0
CHESSMAN K. F. CORREA; GERALDO XEXEO,unknown,0.0,1.0
IGOR F. M. KALOMENCONKOVAS; SIMONE N. MATOS; ISABEL C. TORRENS; HELYANE B. BORGES,M,2.0,1.0
JOAO PAULO GOIS; VINICIUS T. RUSSO; JULIAN V. A. CARREIRO; DAUBIAN SANTOS; CHARLES MORPHY D. SANTOS,M,0.0,1.0
MATHEUS CAMPOS SOUSA; RODRIGO DUARTE SEABRA; PHYLLIPE LIMA,M,0.0,1.0
GABRIEL MARRA D’MARTINS; RODRIGO DUARTE SEABRA; PHYLLIPE LIMA,M,0.0,1.0
SELTHON NORONHA DE MOURA; JUCIMAR MAIA DA SILVA JUNIOR; CRISTINA SOUZA DE ARAUJO,unknown,1.0,1.0
ISAAC FIUZA VIEIRA; KATHYA SILVIA COLLAZOS LINARES; ESTEBAN WALTER GONZALEZ CLUA; ERICK OLIVEIRA RODRIGUES,M,0.0,1.0
LORIS BELIN; JEAN-BAPTISTE SCHARFFHAUSEN; LEONARDO SOUZA SILVA; FATIMA L. S. NUNES; JOAO MARCELO TEIXEIRA,M,1.0,1.0
KATARINY LIMA DE ABREU; ANDREA SOUZA; MATHEUS CARMO; LILIAN FRANCISCO DE SOUZA; CARLOS BOA-VIAGEM RABELLO; DENIS SALVADEO; JOAO PAULO LIMA; KELLYTON BRITO,unknown,2.0,2.0
ANTONIO GOMES; ERIC MESQUITA; EMANUEL AVILA; CARLOS JEFTE; ARTHUR MESQUITA; LUCAS SOUSA; MATHEUS RABELO; MAIRIELI WESSEL; ANDERSON UCHOA,M,0.0,1.0
GESSYCA MOREIRA; JULIANA FREITAS; SARAH BURVANT; CAITLYNN SENGCHIAM; SUELEN M. DE PAULA; FELIPE FRONCHETTI,F,4.0,1.0
JOSE WILSON CAVALCANTI FERREIRA JUNIOR; WILLIBY FERREIRA; JULIANA SARAIVA; SERGIO SOARES,M,1.0,1.0
PEDRO SIMOES; ROHIT GHEYI; RIAN MELO; JONHNANTHAN OLIVEIRA; MARCIO RIBEIRO; WESLEY K. G. ASSUNCAO,M,0.0,2.0
CRISSIA MARCELINO; BRENO MIRANDA,unknown,0.0,1.0
SHEILA MARIA MENDES PAIVA; ARTHUR ALVES; NARALLYNNE ARAUJO; TIAGO MASSONI; FRANKLIN RAMALHO,F,1.0,1.0
KEILA LUCAS; ROHIT GHEYI; MARCIO RIBEIRO; FABIO PALOMBA; LUANA MARTINS; ELVYS SOARES,F,2.0,2.0
REINE SANTOS; IGOR STEINMACHER; TAYANA CONTE; ANA CAROLINA ORAN; BRUNO GADELHA,unknown,2.0,1.0
CARLOS E. M. DE SOUZA; MIRKO PERKUSICH; EMANUEL FILHO; DANYLLO W. ALBUQUERQUE; KYLLER COSTA GORGONIO; ANGELO PERKUSICH,M,0.0,3.0
JOSE R. A. PEREIRA; MIRKO PERKUSICH; FELIPE B. A. RAMOS; DANYLLO W. ALBUQUERQUE; KYLLER COSTA GORGONIO; ANGELO PERKUSICH,M,0.0,3.0
RANYA DURAN GRECO; SOFIA BENTO DESIDERIO; CAIO CESAR SOUSA BANDEIRA; ANNA BEATRIZ DOS SANTOS MARQUES,unknown,2.0,1.0
ALAY NASCIMENTO; FLAVIA OLIVEIRA; LEONARDO TIAGO; LENNON CHAVES,unknown,1.0,1.0
ERIKY RODRIGUES; NABSON SILVA; MARIA MEIRELES; JOSE CARLOS MALDONADO; MARCIA LIMA; TAYANA CONTE,M,3.0,1.0
MARCELO FERNANDES; PABLO PAIVA; SAMUEL FERINO; ROBERTA COELHO; EDUARDO ARANHA; UIRA KULESZA; CHRISTOPH TREUDE,M,1.0,1.0
NABSON SILVA; ERIKY RODRIGUES; TAYANA CONTE,unknown,1.0,1.0
PAULO SERGIO DOS SANTOS JUNIOR; RODRIGO FERNANDES CALHAU; MOISES SAVEDRA OMENA; FELIPE FRECHIANI DE OLIVEIRA; VANESSA BATTESTIN; MONALESSA P. BARCELLOS,M,1.0,1.0
LIDIVANIO MONTE; BEATRIZ SANTANA; GLAUCO DE FIGUEIREDO CARNEIRO; MANOEL MENDONCA; SAVIO FREIRE; JOSE AMANCIO MACEDO SANTOS,unknown,1.0,1.0
LINA GARCES; BRAUNER R. N. OLIVEIRA,F,1.0,1.0
ELIONAI DE SOUZA MAGALHAES; MONALESSA P. BARCELLOS; VITOR E. SILVA SOUZA,F,1.0,1.0
ITALO UCHOA; DENIS SOUSA; MATHEUS PAIXAO; PEDRO MAIA; ANDERSON UCHOA; CHAIYONG RAGKHITWETSAGUL,M,0.0,1.0
ANA MACIEL; MAIRIELI WESSEL; IGOR WIESE; IGOR STEINMACHER,F,1.0,1.0
LUIZ EDUARDO PHILIPPI ROSANE; ROBERT EINER; MERT YURDAKUL; FRANCISCO GOMES DE OLIVEIRA NETO,M,0.0,1.0
JONHNANTHAN OLIVEIRA; ROHIT GHEYI; MARCIO RIBEIRO; ALESSANDRO GARCIA,unknown,0.0,2.0
KRASEN ANATOLIEV PARVANOV; CHRYSOSTOMOS TSAGKIDIS; FRANCISCO GOMES DE OLIVEIRA NETO,unknown,0.0,2.0
CARLOS EDUARDO CORREA BRAGA; ABRAAO JESUS DOS SANTOS; MONALESSA P. BARCELLOS,M,0.0,1.0
HIAGO FERNANDES; MIRKO PERKUSICH; DANYLLO ALBUQUERQUE; IZABELLA SILVA; DANILO F. S. SANTOS; KYLLER GORGONIO; ANGELO PERKUSICH,M,1.0,3.0
LUIZ ALEXANDRE COSTA; AWDREN FONTAO; ELENI CONSTANTINOU; RODRIGO PEREIRA DOS SANTOS; ALEXANDER SEREBRENIK,M,1.0,1.0
FERNANDO AYACH; VITOR LAMEIRAO; RAUL LEAO; JERFFERSON FELIZARDO; RAFAEL SOBRINHO; VANESSA BORGES; PATRICIA MATSUBARA; AWDREN FONTAO,M,2.0,1.0
ARTHUR BUENO; BRUNO B. P. CAFEO; MARIA ISTELA CAGNIN; AWDREN FONTAO,M,1.0,1.0
ESDRAS CALEB OLIVEIRA SILVA; ROBERTA DE SOUZA COELHO; LYRENE FERNANDES DA SILVA,M,1.0,1.0
AMANDA BRITO APOLINARIO; THIAGO FELIPPE NEITZKE LAHASS; JULIA DE SOUZA BORGES; PAULO SERGIO DOS SANTOS JUNIOR; MONALESSA P. BARCELLOS,F,2.0,1.0
VINICIUS DE SOUSA VIANA; GABRIEL SANTANA CARDOSO; RODRIGO CORREA BACELAR; NIKOLAS SIMOES PIRES; PHYLLIPE DE SOUZA LIMA FRANCISCO,M,0.0,1.0
BRENA RODRIGUES MACHADO; REGIS PIRES MAGALHAES; LIVIA ALMADA CRUZ; CRISTON PEREIRA DE SOUZA; CESAR LINCOLN CAVALCANTE MATTOS; JOSE ANTONIO FERNANDES DE MACEDO,F,2.0,1.0
RODRIGO CESAR ARBOLEDA; AGMA JUCI MACHADO TRAINA; CAETANO TRAINA JR.,M,0.0,1.0
GREGULLY WILLIAN; FABIO PORTO; EDUARDO H. M. PENA,unknown,0.0,1.0
MARIA DE LOURDES M. SILVA; IAGO C. CHAVES; ANDRE L. C. MENDONCA; EDUARDO R. D. NETO; JAVAM DE CASTRO MACHADO,F,1.0,1.0
RENAN R. OLIVEIRA; JOSE S. COSTA; JOSE M. MONTEIRO; JAVAM DE CASTRO MACHADO,M,0.0,1.0
VICTOR ORRICO; FERNANDA EUSTAQUIO; BETHANIA ALMEIDA; MIRLEI SILVA; ROBESPIERRE PITA,M,3.0,1.0
MARIANA AYA S. UCHIDA; ERIKSON J. DE AGUIAR; CAETANO TRAINA-JR; AGMA J. M. TRAINA,F,1.0,1.0
LYNCOLN S. DE OLIVEIRA; GUSTAVO MOREIRA; FABIO MIRANDA; MARCOS LAGE; DANIEL DE OLIVEIRA,unknown,0.0,1.0
KALIDSA B. DE OLIVEIRA; GABRIEL M. LUNARDI; WILLIAMSOM SILVA; THIAGO L. T. DA SILVEIRA; ADRIANO Q. OLIVEIRA,unknown,0.0,2.0
SAMUEL R. TORRES; ROCIO ZORRILLA; RAPHAEL SALDANHA; VICTOR RIBERIRO; EDUARDO H. M. PENA; FABIO PORTO,M,0.0,1.0
RENATO O. MIYAJI; RAFAEL M. FERNANDES; KRYSTHIAN F. MARTINS; JORGE MELEGATI; PEDRO L. P. CORREA,M,0.0,1.0
DANIEL CORDEIRO; JIEFU SONG; KELLY R. BRAGHETTO; FABIO KON; FREDERIC AMBLARD,M,1.0,1.0
RICARDO F. VILELA; STEVAO ALVES DE ANDRADE; EDUARDO B. F. SANTOS; WILLIAMSON SILVA; PEDRO H. D. VALLE,M,0.0,1.0
BIANCA M. RIBEIRO; KAUA H. S. SOUZA; LEONARDO G. SILVA; JOAO VILLA; RICARDO F. VILELA; PEDRO H. D. VALLE; WILLIAMSON SILVA,F,1.0,1.0
BRENO NEVES; DANIEL COUTINHO; EDUARDO SARDENBERG; ARTHUR ALESI; MARCELO MACHADO; JOHNY ARRIEL; ANA LUISA CAVALVANTE; ROBBIE CARVALHO; JULIANA ALVES PEREIRA,M,2.0,1.0
SANTIAGO DI SABATO; GUILLERMO RODRIGUEZ; CLAUDIA A. MARCOS; SANTIAGO VIDAL; JOSE RENAN A. PEREIRA; DANYLLO ALBUQUERQUE; MIRKO PERKUSICH,M,1.0,2.0
JOSE RENAN A. PEREIRA; DANYLLO ALBUQUERQUE; MIRKO PERKUSICH; GUILLERMO RODRIGUEZ; JORGE ANDRES DIAZ-PACE; KYLLER GORGONIO; ANGELO PERKUSICH,M,0.0,3.0
DHYEGO TAVARES M. DA CRUZ; NILTON F. S. SEIXAS; MAYKI DOS SANTOS OLIVEIRA; MARCUS ELIAS SILVA FREIRE; RODRIGO R. G. SOUZA; FREDERICO A. DURAO; CASSIO V. S. PRAZERES; IVAN DO CARMO MACHADO; GUSTAVO B. FIGUEIREDO; MAYCON L. M. PEIXOTO; HERSIO MASSANORI IWAMOTO; EDUARDO SANTANA DE ALMEIDA,unknown,0.0,3.0
JULYANARA R. SILVA; MARCELO A. MAIA; CARLOS EDUARDO C. DANTAS,unknown,0.0,1.0
VICTORIA T. OLIVEIRA; ROSSANA M. DE CASTRO ANDRADE; PEDRO ALMIR MARTINS OLIVEIRA; ISMAYLE SANTOS; MIGUEL FRANKLIN DE CASTRO,F,2.0,1.0
FELIPE CUNHA; MIRKO PERKUSICH; DANYLLO ALBUQUERQUE; KYLLER GORGONIO; ANGELO PERKUSICH,M,0.0,3.0
IZABELLA SILVA; MIRKO PERKUSICH; DANYLLO ALBUQUERQUE; KYLLER GORGONIO; ANGELO PERKUSICH,F,1.0,3.0
FELIPE CUNHA; MIRKO PERKUSICH; DANYLLO ALBUQUERQUE; EMANUEL DANTAS FILHO; KYLLER GORGONIO; ANGELO PERKUSICH,M,0.0,3.0
NAYSE FAGUNDES; LEOPOLDO TEIXEIRA,unknown,0.0,1.0
RAYFRAN ROCHA LIMA; RODRIGO CARVALHO SILVA,unknown,0.0,1.0
WENDELL MARQUES; CAINA OLIVEIRA; CAROL FERNANDES; LUIZ RIBEIRO; EDLUCE VERAS; GABRIEL SAMPAIO; KAUA SANCHES; RENAN PERES,M,1.0,1.0
WENDELL MARQUES; ANDREZZA DE MELO BONFIM; EDUARDO FILHO; EDLUCE LEITAO VERAS; DANIEL SOUZA; VINICIUS GABRIEL DA SILVA,M,1.0,1.0
DAVID BRANDAO; DENIS MARQUES; CLEYTON RODRIGUES; WYLLIAMS SANTOS,M,0.0,1.0
JOSE W. R. A. FILHO; FRANCISCO A. ANDRADE; JARBELE C. S. COUTINHO; WILKERSON L. ANDRADE,M,0.0,1.0
CAMILA RENO; JOAO MARCOS CARDOSO; VIVIANE CORDEIRO; PAULO MEIRELLES; PHYLLIPE FRANCISCO,F,2.0,1.0
LUIZ MARTINS; PHYLLIPE FRANCISCO; PAULO MEIRELLES,M,0.0,1.0
CLEITON M. CARVALHO JR.; ICARO DE LIMA RODRIGUES; DANIELO G. GOMES,M,0.0,1.0
KAYUA OLEQUES PAIM; ANGELO GASPAR DINIZ NOGUEIRA; DIEGO KREUTZ; WEVERTON CORDEIRO; RODRIGO BRANDAO MANSILHA,unknown,0.0,1.0
HAYATO FUJII; ISABELA ROSSALES,unknown,1.0,1.0
JANISLLEY OLIVEIRA DE SOUSA; BRUNO CARVALHO DE FARIAS; THALES ARAUJO DA SILVA; EDDIE BATISTA DE LIMA FILHO; LUCAS CARVALHO CORDEIRO,unknown,0.0,1.0
TUANY MARIAH DO NASCIMENTO; ANDRELYNE VITORIA DE OLIVEIRA; MARJORY ABREU; LAURA EMMANUELLA SANTANA,F,3.0,1.0
KAYUA OLEQUES PAIM; THAIS MARCELLE DIHL DA SILVA; JAQUELINE DILLY; ANDERSON ROCHA TAVARES; MARIELTON DOS PASSOS CUNHA; ONILDA SANTOS DA SILVA; MARIANA RECAMONDE-MENDOZA; RODRIGO BRANDAO MANSILHA; WEVERTON CORDEIRO,unknown,4.0,2.0
JOAO P. O. SANTIAGO; LUCAS CABRAL; LUCAS SENA; JOAQUIM BENTO C.NETO; YURI LENON; JAVAM MACHADO,M,0.0,1.0
TIAGO BRASILEIRO ARAUJO; IRIEDSON SOUTO MAIOR DE MORAES VILAR; GILVONALDO ALVES DA SILVA CAVALCANTI; ANA MARIA ALVES FELIX; EMERSON ANDREY FAUSTO DOS SANTOS; DANIEL DOS SANTOS COSTA; RAYANE DA SILVA RODRIGUES,M,2.0,2.0
CARLOS CAMINHA; MARIA DE LOURDES M. SILVA; IAGO C. CHAVES; FELIPE T. BRITO; VICTOR A. E. FARIAS; JAVAM C. MACHADO,M,1.0,1.0
ANA BEATRIZ CARDOSO; FRANCISCO DE ASSIS BOLDT; ADRIANO SANTOS; MERT SEHRI; PATRICK DUMOND,F,1.0,1.0
GABRIELA M. JACOB; HILDER V. L. PEREIRA,F,1.0,1.0
PAULO VITOR C. LIMA; SILVIO E. QUINCOZES; MARCELO Z. DO NASCIMENTO; JULIANO F. KAZIENKO; DANIEL WELFER; SHIGUEO NOMURA,M,0.0,1.0
DHILEANE QUIXABEIRA; MAILSON TELES-BORGES; FABRICIA ROOS-FRANTZ; RAFAEL Z. FRANTZ; SANDRO SAWICKI; CARLOS MOLINA-JIMENEZ; JON CROWCROFT,unknown,1.0,1.0
KAYUA OLEQUES PAIM; RODRIGO BRANDAO MANSILHA; DIEGO KREUTZ; MURIEL FIGUEREDO FRANCO; WEVERTON CORDEIRO,unknown,0.0,1.0
JOAO GUILHERME MIRANDA; MATEUS L. S. D. BARROS; TAPAS SI; CARLO MARCELO R. SILVA; PERICLES B. C. MIRANDA,M,0.0,1.0
JEAN-PIERRE BRIOT; EURICO VASCONCELOS; DIANA ADAMATTI; VINICIUS SEBBA; MARTA IRVING; SIMONE BARBOSA; VASCO FURTADO; CARLOS LUCENA,unknown,3.0,1.0
LEANDRO CARVALHO; ALEXANDRE PASSITO; SAULO JORGE; LAERCIO PERICLES; EDJARD MOTA,M,0.0,1.0
E. O. RIBEIRO; M. E. M. T. WALTER; M. M. COSTA; G. PAPPAS; BIOFOCO NETWORK,unknown,0.0,5.0
SUZANA P. ALMEIDA; WASHINGTON LUIZ DE L. PRAXEDES; LEONE B. HOLLANDA; CIDCLEY T. DE SOUZA; ANTONIO WENDELL DE O. RODRIGUES,F,1.0,1.0
REILTA CHRISTINE DANTAS MAIA; SAMUEL XAVIER-DE-SOUZA,unknown,0.0,1.0
DAYALLA M. P. ALMEIDA; BRUNO V. PAIVA-DA-SILVA; VITOR H. M. RODRIGUES; ITALO A. S. ASSIS; SAMUEL XAVIER-DE-SOUZA,unknown,0.0,1.0
FRANCICLEBER M. FERREIRA; ANA TERESA MARTINS,unknown,1.0,1.0
DOMINGOS DELLAMONICA JR.; YOSHIHARU KOHAYAKAWA,M,0.0,1.0
ANDRE CARDOSO; DENILSON VIEIRA; ELVYS SOARES,M,0.0,1.0
ANDRE TOMITAN BOCCES; ALEXANDRO BALDASSIN; ALLBERSON DANTAS,M,0.0,1.0
CAROLINE L. RESEK; GUSTAVO E. R. G. ALVES; BARBARA P. CAETANO; MELISE M. V. PAULA,F,2.0,1.0
DANIEL DE AMARAL DA SILVA; JOSE LUCIANO MARTINS NETO; ADILIO J. FREITAS; ANTONIO RAFAEL BRAGA; DANIELO G. GOMES,M,0.0,1.0
RICARDO M. MARCACINI; JORGE CARLOS VALVERDE-REBAZA; MARCELO A. S. TURINE; BRUCCE NEVES SANTOS; SILVIO LEVCOVITZ; SOLANGE O. REZENDE,M,1.0,1.0
VICTORIA T. OLIVEIRA; ROSSANA MARIA DE CASTRO ANDRADE; MIGUEL FRANKLIN DE CASTRO; ISMAYLE S. SANTOS,F,2.0,1.0
VITORIA C. S. CAMELO; CLAUIRTON A. SIEBRA,F,1.0,1.0
NECIO VERAS; JONAS SILVA; WINDSON VIANA,unknown,0.0,1.0
NECIO VERAS; MAYARA OLIVINDO; WINDSON VIANA; LINCOLN ROCHA,unknown,1.0,1.0
JULIA VEIGA; LUI AQUINI; KAYARA PEREIRA; SIMONE CAVALHEIRO; LUCIANA FOSS; LEOMAR DA ROSA JUNIOR; LAURA JURGINA; TATIANA TAVARES; ANA PERNAS,F,6.0,1.0
NIKOLAS OLIVER SALES GENESIO; WILLIAMSON SILVA; ALESSANDREIA MARTA DE OLIVEIRA; PEDRO HENRIQUE DIAS VALLE,M,0.0,2.0
TAIJARA L. SANTANA; PAULO A. DA M. SILVEIRA NETO; EDUARDO S. ALMEIDA; IFTEKHAR AHMED,unknown,0.0,2.0
ALEXSANDRO OLIVEIRA ALEXANDRINO; ULISSES DIAS; ZANONI DIAS,M,0.0,1.0
PRISCILA SILVA; KAREN DA MATA; FATEMEH SALBOUKH; JAMILSON DANTAS; LANCE FIONDELLA,F,2.0,2.0
BERGSON GABRIEL DA SILVA OLIVEIRA MELO; VITOR MENEGHETTI UGULINO DE ARAUJO; IVO CRESCENCIO DE ARAUJO; ALLEJANDRO SOUSA DOS SANTOS; PEDRO HENRIQUE RAMOS PINTO,M,0.0,1.0
ALEXANDRE TADEU ROSSINI DA SILVA; GUILHERME DA CRUZ OLIVEIRA; TANILSON DIAS DOS SANTOS,M,0.0,1.0
LEHILTON LELIS CHAVES PEDROSA; LUCAS DE OLIVEIRA SILVA,unknown,0.0,1.0
DAYLLON VINICIUS XAVIER LEMOS; MARCIA RODRIGUES CAPPELLE; ERIKA MORAIS MARTINS COELHO; LESLIE RICHARD FOULDS; HUMBERTO JOSE LONGO,unknown,3.0,1.0
RIELI ARAUJO; CELINA M. H. DE FIGUEIREDO; DIANA SASAKI; SIMONE DANTAS,unknown,3.0,1.0
PRINCE NYARKO; ILAN CORREA; HERVE ROGEZ; ALDEBARO KLAUTAU,unknown,0.0,3.0
YUNEVDA E. LEON ROJAS; JIE XIE; JUAN G. COLONNA,unknown,0.0,2.0
LEONARDO TORTORO PEREIRA; T. YUJI TEOI; CLAUDIO FABIANO MOTTA TOLEDO,M,0.0,1.0
CARLA O. CASTANHO; RAFAEL Z. FRANTZ; MARCELO P. CHEQUIN; SANDRO SAWICKI; FABRICIA ROOS-FRANTZ; CARLOS MOLINA-JIMENEZ; JON CROWCROFT; TIMOTHY HOBSON,F,2.0,1.0
MAURICIO RODRIGUEZ CESEN; ARIEL GOES DE CASTRO; IBINI SANTANA; RAMON R. FONTES; FABRICIO R. CESEN; CHRISTIAN ESTEVE ROTHENBERG,M,0.0,1.0
IASMIM DA CRUZ MARINHO; AILTON RIBEIRO; VANINHA VIEIRA; MARIA CLARA PESTANA; ANA MARIA AMORIM,F,3.0,1.0
ELISA BOFF; ROSA MARIA VICARI; MOSER S. FAGUNDES,F,2.0,1.0
WILKER F. AZIZ; THIAGO A. S. PARDO; IVANDRE PARABONI,M,0.0,1.0
MARIA FELDGEN; OSVADLO CLUA,F,1.0,1.0
ANA LUISA DE BASTOS CHAGAS; GIORDANA DE FARIAS F. B. BUCCI; JULIANA PAULA FELIX; ROGERIO SALVINI; HUGO NASCIMENTO; FABRIZZIO SOARES,F,3.0,1.0
BLANDA HELENA DE MELLO; SANDRO JOSE RIGO; CRISTIANO ANDRE DA COSTA,unknown,0.0,1.0
DANIEL VENTORIM; EVERSON S. BORGES; RAFAEL S. GUIMARAES; MAGNOS MARTINELLO; MOISES R. N. RIBEIRO; CRISTINA K. DOMINICINI; MARCOS SCHWARZ; BRUNO XAVIER; JERONIMO BEZERRA; MARIAM KIRAN; HARVEY NEWMAN,M,2.0,1.0
SAMARA P. SANTOS; BRUNO S. NUNES; RICARDO E. SAMAD; NILSON D. V. JR.; MIRKO S. ALVA-SANCHEZ; ALEXANDRE BONATTO,F,1.0,1.0
FELIPE M. DIAS; ESTELA RIBEIRO; QUENAZ B. SOARES; JOSE E. KRIEGER; MARCO A. GUTIERREZ,M,1.0,1.0
GIOVANNI E. ZANARDO; EFREN L. SOUZA; JUAN G. COLONNA; FABIOLA G. NAKAMURA; EDUARDO F. NAKAMURA,M,1.0,1.0
THIAGO BEZERRA; MARCOS VINICIUS; ALINE CIANE; GUSTAVO CALLOU; CLEUNIO FRANCA; EDUARDO TAVARES,M,1.0,1.0
NOELI ANTONIA PIMENTEL VAZ; KAIRO A. LOPES DA SILVA; GISLAINY VELASCO; LUCIANA REGINA F. DA MATA; DEBORAH S. ALVES FERNANDES; SERGIO T. CARVALHO,F,3.0,1.0
THAIS B. DE M. B. DE SOUSA; LIVIA A. CRUZ; CRISTON P. DE SOUZA; REGIS P. MAGALHAES; JOSE A. F. DE MACEDO,F,2.0,1.0
MATHEUS LAZARO HONORIO DA SILVA; GISLAINY VELASCO; NOELI ANTONIA PIMENTEL VAZ; MATHEUS BRITO MARTINS; PEDRO MORAES RIBEIRO GONCALVES SILVA; SERGIO T. CARVALHO,M,1.0,1.0
MAILSON TELES-BORGES; ELDAIR F. DORNELLES; FABRICIA ROOS-FRANTZ; ANTONIA M. REINA-QUINTERO; SANDRO SAWICKI; JOSE BOCANEGRA; RAFAEL Z. FRANTZ,M,2.0,1.0
FERNANDO PASTOR RICOS; ASHLEY VAN CAN; BEATRIZ MARIN; FABIANO DALPIAZ; TANJA VOS,M,2.0,1.0
SANDRO SAWICKI; RAFAEL Z. FRANTZ; GERSON BATTISTI; FABRICIA ROOS-FRANTZ; LUIZ ANTONIO RASIA; ODAYLSON EDER; CARLOS MOLINA–JIMENEZ; JON CROWCROFT,M,1.0,1.0
NELLY CONDORI-FERNANDEZ; DENISSE MUNANTE; FRANCI SUNI-LOPEZ; MAYA DANEVA,F,3.0,1.0
ARTURO DINA VALENTE; LUCIANA M. CARDOSO; MATEUS D. KUHN; MISAEL LORENZO; HIGINIO TORRES LUCENA; SANDRO SAWICKI; FABRICIA ROOS-FRANTZ; RAFAEL Z. FRANTZ; CARLOS MOLINA-JIMENEZ,M,2.0,1.0
CRISTIAN MARQUEZ; JOHANA OJEDA; KELLY GARCES,M,1.0,1.0
VINICIUS HERNANDES; ANDRE CARVALHO; EULANDA SANTOS; YAN SOARES; HYGO OLIVEIRA; ADAMOR BARROS; RONALDO SOARES; ALEXANDRE LIMA; RAONI FERREIRA; GABRIEL MARTINS; LUCAS CARVALHO; NICOLAS ASSUMPCAO; JOSE NASCIMENTO; ELIANE COLLINS; SILVIA ASCATE; MATEUS SOUZA,M,2.0,2.0
LUCAS DA SILVA MENEGOL; VANESSA LAGO MACHADO; ELDER FRANCISCO FONTANA BERNARDI; TARLIS TORTELLI PORTELA,M,1.0,1.0
ELIAS BLANCKAERT; FARIBA MOSTAJERAN; LOUISE HALLSTROM; IRIS JENNES,M,2.0,1.0
ARNO VERHOFSTADT; LOUISE HALLSTROM; WENDY VAN DEN BROECK; CAROLIN REICHHERZER; ALJOSA SMOLIC,M,3.0,1.0
ANDERSON AUGUSTO SIMISCUKA; GIANLUCA FADDA; VLAD POPESCU; MAURIZIO MURRONI; GABRIEL-MIRO MUNTEAN,M,0.0,2.0
ANDREW T. DUCHOWSKI; PATRICIA ARAUJO VIEIRA; ITALO ALVES PINTO DE ASSIS; KRZYSZTOF KREJTZ; CHRIS J. HUGHES; PILAR ORERO,M,2.0,2.0
CLAUDIO ROBERTO M. MAURICIO; FABIANA PERES; JOAO MARCELO TEIXEIRA; WALLESA D. M. Q. DOS SANTOS; ADRIANO PERETTI; ANDREIA APARECIDA BRECHER; LUCAS RODRIGUES M. DOS SANTOS; ALAN DE OLIVEIRA LEE; LUCIA RENATA DA SILVA BUTZEN,M,3.0,1.0
SIMON N. B. GUNKEL; TESSA KLUNDER; GIANLUCA CERNIGLIARO,M,0.0,1.0
MATEUSZ SALACH; ANDRZEJ PASZKIEWICZ; ARKADIUSZ STECHŁY; MAREK BOLANOWSKI; DOMINIK STRZAŁKA,unknown,0.0,5.0
NICUSOR AMARIE; GIANLUCA FADDA; VLAD POPESCU; JEAN-MARIUS GHENTA; MAURIZIO MURRONI; ANDERSON AUGUSTO SIMISCUKA,unknown,0.0,3.0
BRYAN DUNPHY; EOGHAN HYNES; CONOR KEIGHREY; GRACE DINAN; GARETH WILLIAM YOUNG; COLM O’FEARGHAIL; MARIE HOSPITAL; NIALL MURRAY,M,2.0,5.0
PHILIPP HASLBAUER; MIKE PULLEN; MATEJ PRAPROTNIK; SABRINA POVSIC STIMEC; MARIE HOSPITAL; ALEXANDRE GROSBOIS; CAROLIN REICHHERZER; ALJOSA SMOLIC,unknown,3.0,3.0
FILIPE FERNANDES; PRISCYLA FERREIRA; CLAUDIA WERNER,M,1.0,1.0
MUHAMMAD AHSAN; ULFAT TAHIREEN; FILZA JAVED; SAUL DELABRIDA; DANIEL L. GUIDONI,unknown,0.0,3.0
LAGIOKAPA ELEFTHERIA; LOUPAS GEORGIOS; MAKRINA VIOLA KOSTI; NEFELI VALERIA GEORGAKOPOULOU; SOTIRIS DIPLARIS; STEFANOS VROCHIDIS,unknown,0.0,6.0
ELISSAVET BATZIOU; NIKOLAOS I. DOURVAS; KONSTANTINOS IOANNIDIS; SOTIRIS DIPLARIS; STEFANOS VROCHIDIS; IOANNIS KOMPATSIARIS,unknown,0.0,6.0
THIAGO LUIGI MELLO; ISYS SANT’ANNA; MARCUS FREIRE; ADRIANO MAIA; RODRIGO MOREIRA; ROBERTO RIVELINO; MAYCON PEIXOTO,M,0.0,1.0
ABRAHAO FERREIRA; KAUAN TAVARES; DOUGLAS VIDAL; SILVIA LINS; ALDEBARO KLAUTAU; CRISTIANO BONATO; GLAUCO GONCALVES,M,1.0,1.0
